凯利通F268, kliton F268 ,1000
金立TD168, Gionee TD168 ,1000
ZORA卓拉S203, ZORA S203 ,1000
康佳D610, KONKA D610 ,1000
高新奇N81, GXQ N81 ,1000
高新奇M20, GXQ M20 ,1000
康佳D660, KONKA D660 ,1000
大显DX828, DAXIAN DX828 ,1000
友信达U988, unistar U988 ,1000
亿城LS5530, YICHEER LS5530 ,1000
诺基亚5250, NOKIA 5250 ,1000
三星C3312, SAMSUNG C3312 ,1000
中兴 X850, ZTE X850 ,1000
至尊宝D3, Bestsonny D3 ,1000
创维T860, SKYWORTH T860 ,1000
IHD 368,368,1000
纽曼S100,newsmy  S100 ,1000
康佳KC309, KONKA KC309 ,1000
OPPO U525,oppo  U525 ,1000
华为U2800, HUAWEI U2800 ,1000
臻爱N118, ZHENAI  N118 ,1000
纽曼M9,newsmy  M9 ,1000
长虹S91金鹰, CHANGHONG S91 ,1000
LG KM900(Arena),lge LG KM900(Arena) ,1000
臻爱H100, ZHENAI  H100 ,1000
七喜E6, HEDY E6 ,1000
港利通5070, Kong-Profit 5070 ,1000
中兴 U160, ZTE U160 ,1000
阿尔卡特OT-890, ALCATEL OT-890 ,1000
长虹M160Q, CHANGHONG M160Q ,1000
赛纳普N9, SENAP N9 ,1000
奥克斯Z15, AUX Z15 ,1000
BFB F6211+,  F6211+ ,1000
中兴 U201, ZTE U201 ,1000
BFB B2710,  B2710 ,1000
七喜E9, HEDY E9 ,1000
海信E89, Hisense E89 ,1000
阿尔卡特OT-803, ALCATEL  OT-803 ,1000
海信E500, Hisense E500 ,1000
金立TD109, Gionee TD109 ,1000
创维L120, SKYWORTH L120 ,1000
雅器S758,  S758 ,1000
优摩L901, UMO L901 ,1000
万利达K6, Malata K6 ,1000
广信EF828, KINGSUN EF828 ,1000
酷比K35, koobee K35 ,1000
纽曼F5,newsmy  F5 ,1000
邦华N310,  N310 ,1000
步步高K119,BBK  K119 ,1000
海信 E300, Hisense E300 ,1000
中兴 G F120, ZTE G F120 ,1000
优酷UC368, Ucoo UC368  ,1000
万利达Q3, Malata Q3 ,1000
波导K228, BiRD K228 ,1000
奥克斯M265, AUX M265 ,1000
优摩L909, UMO L909 ,1000
联想i325WG, Lenovo i325WG ,1000
汇讯WT-T336,  WT-T336 ,1000
三星玩酷 C3300K, SAMSUNG  C3300K ,1000
诺基亚C5-04, NOKIA C5-04 ,1000
欧新U1, HOSIN U1 ,1000
邦华N20,  N20 ,1000
酷派6058,yulong Coolpad 6058 ,1000
纽曼G6B,newsmy  G6B ,1000
首信S728, capitel S728 ,1000
西铂A189, CCPO A189 ,1000
华为C5730, HUAWEI C5730 ,1000
港利通KP588, Kong-Profit KP588 ,1000
普莱达 竟冠K118, PULID K118 ,1000
金立A100, Gionee A100 ,1000
三星S5292, SAMSUNG S5292 ,1000
知己ZJ196, Jugate ZJ196 ,1000
长虹K229双卡双待, CHANGHONG K229 ,1000
华为C7260, HUAWEI C7260 ,1000
七喜U100, HEDY U100 ,1000
齐乐3690, CHERR 3690 ,1000
万利达E600, Malata E600 ,1000
亿通I688,  I688 ,1000
长虹DG28蓝牙版, CHANGHONG DG28 ,1000
首信S798, capitel S798 ,1000
诺基亚C5-05, NOKIA C5-05 ,1000
纽曼F8,newsmy  F8 ,1000
飞利浦X223, PHILIPS X223 ,1000
知己ZJR659, Jugate ZJR659 ,1000
长虹V60音乐达人, CHANGHONG V60 ,1000
三星GT-S3752, SAMSUNG GT-S3752 ,1000
海信C268, Hisense C268 ,1000
友利通UNC-F6810, UNITONE UNC-F6810 ,1000
乐讯A98, LEXUN A98 ,1000
邦华N31,  N31 ,1000
西维C109, WISHWAY C109 ,1000
其他品牌 亿通P616, Others P616 ,1000
BFB F2050,  F2050 ,1000
汇讯WT-T236,  WT-T236 ,1000
普莱达 K326, PULID K326 ,1000
广信CF626, KINGSUN CF626 ,1000
IHD 668雅仕,668,1000
汇讯WT-T500,  WT-T500 ,1000
阿尔卡特OT-I650C, ALCATEL OT-I650C ,1000
金立A300, Gionee A300 ,1000
南极星8800C, SPstar 8800C ,1000
华为C5070, HUAWEI C5070 ,1000
雅器S718,  S718 ,1000
万利达K500, Malata K500 ,1000
普莱达 D256, PULID D256 ,1000
长虹A380(明爵), CHANGHONG A380() ,1000
雅器S738,  S738 ,1000
飞利浦F322, PHILIPS F322 ,1000
百迪宝BD568, Bdbal BD568 ,1000
三星C3222, SAMSUNG C3222 ,1000
其他品牌 亿通P252, Others P252 ,1000
长虹GH2818双卡双待, CHANGHONG GH2818 ,1000
康佳K12, KONKA K12 ,1000
其他品牌 亿通E201, Others E201 ,1000
至尊宝M6, Bestsonny M6 ,1000
步步高V207,BBK  V207 ,1000
其他品牌千信通GPS儿童手机 Q100, Others GPS Q100 ,1000
长虹M658双卡双待, CHANGHONG M658 ,1000
IHD 318,318,1000
信实1680, sins 1680 ,1000
山寨手机hello kitty A88,  hello kitty A88  ,1000
OPPO E21W,oppo  E21W ,1000
至尊宝T109, Bestsonny T109 ,1000
长虹K288薄金, CHANGHONG K288 ,1000
中兴 N606, ZTE N606 ,1000
蓝极星H60, lanjixing H60 ,1000
联想MA308, Lenovo MA308 ,1000
诺亚信W600, NOAIN W600 ,1000
步步高K201,BBK  K201 ,1000
索尼爱立信CK15i,sonyericsson Sony Ericsson CK15i ,1000
长虹S91乐享, CHANGHONG S91 ,1000
